id,N_standard_address
673,店上东里12号前埔南-305室
674,85侨福城小区。一二三期20号703室
675,前埔北社区  田厝路114
676,蓮豐社区-雲頂中-454
677,洪文社区-洪蓮西裏63
678,瑞景社区 思明 洪文四裏7之1
679,莲順社區、東芳山莊92
680,前埔北社區、莲前東路961
681,龍山橋社區/東浦路533
682,前埔北社区-前埔二裏150
683,萬景社區/呂嶺路1006
684,蓮雲社区、西林東裏161
685,蓮翔社区 思明 洪文六裏153
686,蓮豐社区 思明 雲頂中路656
687,僑福//潘宅路28
688,龍山橋//東浦路505
689,蓮豐//雲頂中路508
690,萬景社区-洪蓮北二-1197之101
691,莲翔社區-莲前東-636
692,僑福社区/前埔西路371
693,蓮薇社区-蓮前東-920之12
694,蓮順//東芳山莊37
695,蓮翔//洪文八裏74
696,莲薇社區-前埔南-82
697,龍山橋社區、東浦路515
698,僑福社区-蓮前東-623
699,金雞亭社区  西林西裏80
700,蓮順//東芳山莊20
701,萬景社区 思明 洪蓮北二路1169之1
702,前埔南社區、文興東二裏47
703,前埔北//前埔中路233
704,蓮怡社区-蓮前西-312
705,瑞景社区 思明 洪文七裏31之15
706,龍山橋社區、東浦路47
707,莲怡、莲前西路336之18
708,蓮薇//前埔五裏143
709,蓮薇社区-前埔五裏182
710,僑福社区/潘宅路80
711,蓮順社區、東芳山莊88
712,僑福社区/前埔西路327
713,蓮豐社区/雲頂中路528
714,蓮薇-蓮前東路736之1
715,萬景//洪蓮北路1001
716,前埔南社区-文興東三裏56
717,蓮豐社区/雲頂中路674
718,蓮順社区 思明 東芳山莊65
719,蓮豐社区、洪蓮中路12
720,僑福社区 思明 蓮前東路583
721,蓮豐//雲頂中路432
722,洪文社区-洪蓮中-51之1
723,前埔北社區-前埔一裏48
724,前埔南社區-文興東二裏51
725,前埔南社區/文興東三裏44
726,前埔南社區-文興東三裏58
727,蓮翔//洪文六裏18
728,蓮翔社区/洪文六裏155
729,前埔北社區、莲前東路977
730,莲順社區-東芳山莊60
731,萬景社區、洪莲路426
732,前埔北社區/前埔一裏97
733,前埔南社区、店上東裏31
734,前埔南//店上東裏31
735,僑福社区/潘宅路38
736,洪文社区、洪蓮西裏91
737,蓮薇社区-前埔南-92
738,洪文社区 思明 呂嶺路1384之5
739,蓮翔社區、洪文八裏72
740,蓮雲//西林東裏212
741,莲怡社區/西林路46之20
742,龍山橋社區-東浦-549
743,洪文//洪莲中路37
744,萬景//洪蓮北路1021
745,洪文社区  洪蓮西裏122
746,僑福社区-前埔西-373
747,蓮豐社区、雲頂中路486
748,萬景社区、呂嶺路1010之1
749,洪文社区  洪蓮北二路1507
750,蓮翔社區-洪文八裏103
751,前埔北社區-莲前東-975
752,萬景//洪莲北二路1149
753,前埔北社區 思明 前埔中路209
754,蓮薇社區-文興西-1507
755,蓮薇//前埔南路94
756,蓮薇社区/蓮前東路904
757,金雞亭社区/西林西裏162
758,萬景社区/洪蓮路388
759,蓮豐//雲頂中路500
760,僑福//潘宅路66
761,前埔南社區-文興東三裏45
762,前埔北//前埔一裏131
763,前埔北//前埔西路460
764,洪文社區-洪莲中-21
765,前埔北社區/前埔中路277
766,蓮薇社区-蓮前東-886之1
767,蓮雲社区 思明 西林東裏228
768,洪文社区 思明 洪蓮西二裏178
769,蓮豐社区/雲頂中路602
770,蓮薇社区、前埔南路80之1
771,前埔南社區-文興東二裏62
772,萬景社區-呂嶺-1074
773,萬景社區、呂嶺路1038
774,金雞亭社区 思明 西林東裏114
775,前埔北社区/田厝路162
776,蓮翔//蓮前東路646
777,僑福社区/潘宅路52
778,瑞景社区-洪文一裏25之16
779,蓮豐社区-雲頂中-648之9
780,莲順社區-莲前西-697
781,莲雲社區/西林東裏223
782,僑福社区-前埔西-379
783,僑福社区-潘宅-40
784,蓮怡社区、西林西二路79
785,萬景社区、洪蓮路386之1
786,蓮順社区-東芳山莊90之1
787,前埔北社区、前埔一裏94之101
788,莲薇社區 思明 莲前東路858
789,前埔北社区 思明 前埔二裏41
790,洪文//洪蓮西裏89
791,蓮豐社区、雲頂中路410
792,僑福-蓮前東路661
793,蓮豐社区/雲頂中路574
794,蓮豐社区/雲頂中路680
795,蓮順社区  蓮前西路731之6
796,洪文//洪蓮北二路1527
797,蓮順社區-東芳山莊98
798,龍山橋社區/莲前西路142
799,莲順社區、東芳山莊79
800,洪文社区-洪蓮西裏113
801,蓮薇//前埔五裏184
802,洪文社区 思明 洪蓮西裏131
803,萬景社区-洪蓮北二-812之1
804,瑞景社区/洪文四裏9之104之101
805,莲豐社區/洪莲裏27
806,莲怡社區-莲前西-318
807,僑福社區、前埔西路291
808,莲豐社區-莲前東-79
809,前埔北社區  田厝路168
810,蓮雲社區-玉亭裏19
811,僑福//潘宅路56
812,蓮順社区-東芳山莊74
813,蓮豐社区-雲頂中-668之101
814,莲豐社區-雲頂中-428
815,萬景社區 思明 呂嶺路1056
816,前埔北社區、前埔中路287
817,洪文社區/洪蓮中路501
818,前埔北//前埔一裏155
819,蓮怡-蓮前西路310
820,前埔北社区/前埔一裏101
821,前埔南社区/文興東三裏57
822,蓮順社区/東芳山莊56
823,前埔北社區/田厝路54
824,前埔南社區-文興東三裏53
825,龍山橋社區/東浦路501
826,前埔北社区-田厝-98
827,僑福//蓮前東路665
828,蓮雲社区-西林東裏229
829,蓮順社区/東芳山莊1
830,蓮順社区-東芳山莊9
831,龍山橋-東浦路128之1
832,莲順社區-東芳山莊7
833,前埔北社區 思明 前埔一裏130
834,前埔北//前埔中路255
835,蓮薇社區 思明 文興西路1513
836,萬景社区-洪蓮北二-820
837,洪文社区/洪文六裏182
838,前埔北社区、蓮前東路889之114
839,前埔北社區-田厝-58
840,蓮薇社區-文興西-1501
841,前埔南社区 思明 店上西裏30
842,洪文社区、洪蓮西裏110
843,前埔北社区-前埔一裏132
844,蓮雲//西林東路13
845,前埔南//文興東三裏3之1
846,莲順社區-金尚-2之1
847,前埔北社区-前埔一裏233
848,洪文社区 思明 洪蓮中路35
849,蓮豐社区 思明 雲頂中路546
850,蓮豐社区/雲頂中路608
851,萬景社区、呂嶺路1082
852,萬景社区-洪蓮北二-836之101
853,蓮翔社區-洪文八裏92
854,僑福社區-莲前東-637
855,萬景社区-洪蓮北-1033
856,洪文//洪蓮西二裏167
857,莲順社區 思明 東芳山莊58
858,莲豐-洪莲裏48
859,洪文//洪文六裏165
860,蓮翔社区 思明 蓮前東路644
861,僑福//莲前東路675
862,瑞景//洪文一裏132
863,蓮豐//雲頂中路672
864,前埔南社區、文興東二裏60
865,前埔北社区  前埔二裏195
866,洪文社区-洪文六裏177
867,前埔北社区/田厝路148
868,萬景社區、呂嶺路1026
869,洪文社区-洪蓮西裏92
870,蓮雲//西林東裏222
871,蓮順社区-蓮前西-759
872,洪文社區 思明 洪蓮中路507
873,洪文社区/洪蓮西裏125
874,僑福社区-蓮前東-605
875,蓮順社区-東芳山莊70
876,前埔北社區/前埔中路243
877,蓮薇社区、前埔五裏134
878,蓮薇社区 思明 前埔南路74
879,蓮順社区-雲頂中-713
880,僑福-蓮前東路669
881,莲翔-洪文六裏115
882,前埔北社區 思明 前埔路18
883,萬景//洪蓮北二路808
884,萬景社区-洪蓮北-1025
885,僑福社区-蓮前東-585
886,莲豐社區、洪莲裏65
887,萬景社區、洪莲路400
888,蓮翔社区 思明 洪文八裏14
889,僑福社区/潘宅路72
890,蓮翔//洪文八裏86
891,西林东路444号201室
892,洪文村洪文八里98号(8921)莲前莲翔社区\\莲前\\C104室
893,洪文五里7号瑞景社区601室
894,店上东里50-2号603室
895,店上东里84号<3979>莲前街道前埔南社区||莲前街道||502室
896,云顶中路-743号莲顺社区501室
897,洪莲西里24号602室
898,93前埔北区二里187號407室
899,83前埔北区|二里185号507室
900,61厦航洪文小区(洪文六里)122号6o2室
901,洪文六里67号莲翔-1101室
902,思明区洪莲里61号703室
903,洪莲西里洪山柄北区76$602室
904,文兴东三里9号前埔南社区406室
905,田厝路-19号前埔北-703室
906,莲前西路禹洲云顶国际728#2601室
907,洪文七里84-1号1001室
908,洪文七里云顶至尊89#1801室
909,洪文八里厦航职工活动中心135#315室
910,东坪山社58号303室
911,莲前西路东方大院615#C112室
912,西林西里金鸡亭花园小区12$C206室
913,西林西里金鸡亭花园小区52#C206室
914,西林西里金鸡亭花园小区48#C213室
915,西林西里易地办安置房164$701室
916,洪莲里联丰商城44$103室
917,洪文七里云顶至尊91$B103室
918,莲前西路一布家园178$C501室
919,洪莲路联丰商城5$201室
920,金尚路东方大院32$702室
921,西林西里金鸡亭花园小区10$607室
922,西林西里73号708室
923,洪文一里瑞景新村55$402室
924,洪文一里瑞景新村96$202室
925,洪文一里瑞景新村126|101室
926,文兴东一里前埔南区文兴东一二里2#304室
927,西林东路永裕侨建闽联云顶岩305$101室
928,古楼北里古楼南里3#301室
929,西林东里香榭园云顶花园158$706室
930,前埔二里前埔北区二里156#305室
931,前埔二里前埔北区二里135#302室
932,54前埔南小区/(店上东西 里 )100号702
933,莲前东路联发紫微花园906$401室
934,莲前西路东芳花园725#901室
935,莲前西路怡富花园一、二期260$102室
936,前埔东一里华林东盛花园8$302室
937,洪莲里福满山庄120$304室
938,前埔二里国贸新城53#304室
939,店上东里店上东西里小区7$503室
940,洪莲路益辉花园30#401室
941,古楼南里49号101室
942,前埔一里前埔北一里210#303室
943,店上东里前埔南小区(店上东西里)80#101室
944,店上东里前埔南小区(店上东西里)18#705室
945,洪莲西里洪山柄北区139#104室
946,洪文七里瑞景公园7#1001室
947,洪莲东二里万景公寓54$903室
948,洪莲西里洪山柄北区109#801室
949,洪文一里瑞景新村89$302室
950,洪莲西里嘉盛豪园37#203室
951,东浦路龙山桥部队小区196#301室
952,店上东里店上东西里小区102$203室
953,侨文里侨福城小区一二三期16#701室
954,前埔一里前埔北一里211#602室
955,古楼南里10号
956,古楼北里古楼南里46$207室
957,洪文一里瑞景新村103$201室
958,东浦路152号203-803室
959,益辉花园5o号5o2室
960,前埔二里前埔北区二里222$906室
961,东浦三里庐山公寓15#202室
962,西林西二里金磊花园29$402室
963,洪文一里瑞景新村93#701室
964,莲前西路广顺花园723$404室
965,西林东里154号605室
966,西林东里香榭园云顶花园154#605室
967,东浦三里红星安华小区7#901室
968,西林路明发商城46$303室
969,洪文一里瑞景新村44$702室
970,洪莲西里嘉盛豪园9$203室
971,洪莲里福满山庄107#1102室
972,福满山庄114-1503
973,洪莲东二里万景公寓38$1003室
974,西林东里香榭园云顶花园197#408室
975,店上西里店上东西里小区23$608室
976,店上西里前埔南小区(店上东西里)23#608室
977,洪文六里厦航洪文小区(洪文六里)70|105室
978,金尚路东方大院4#502-1室
979,莲前东路前埔南区BRT保障房1206$205室
980,前埔六里源泉山庄13$2301室
981,洪莲中路瑞景双座296#604室
982,洪莲中路瑞景双座292$706室
983,前埔五里华林绿景花园199#711室
984,洪文七里瑞景公园28#103室
985,侨文里侨福城小区一二三期25$701室
986,云顶岩路永裕侨建闽联云顶岩53$208室
987,洪莲中路都市新巢小区615#106室
988,洪莲中路55号途锐健康理疗
989,云顶岩路39-2号
990,西林西二里金磊花园6#103室
991,洪莲西里嘉盛豪园1$602室
992,西林西里金鸡亭花园小区85$C501室
993,西林西里金鸡亭花园小区20$C608室
994,西林东里金鸡亭花园小区37#C315室
995,西林西里金鸡亭花园小区24#C709室
996,西林西里金鸡亭花园小区15$C604室
997,莲前西路地质勘察院192#101室
998,洪文三里洪文三里小区8#801室
999,西林西里金鸡亭花园小区34$C109室
1000,东浦路龙山桥部队小区184$C110室
1001,西林西里金鸡亭花园小区27$C123室
1002,潘宅路70-101号
1003,东浦三里民航宿舍综合楼30$404室
1004,云顶岩路永裕侨建闽联云顶岩31#C109室
1005,莲前东路绿洲花园834#C128室
1006,西林西二里金磊花园1#C101室
1007,洪文一里瑞景新村131#C104室
1008,西林东路墩仔家园5#111室
1009,西林西二里金磊花园28$201室
1010,前埔一里143号前埔北社区201室
1011,莲前西路龙山桥莲坂军休所170$C111室
1012,洪莲里联丰商城57$C119室
1013,前埔中路诚毅公寓B区423
1014,西林东里金鸡亭花园小区41$911室
1015,西林东里金鸡亭花园小区2#402室
1016,西林东里金鸡亭花园小区29#704室
1017,莲前西路怡富花园一、二期262#502室
1018,莲前西路龙山桥莲坂军休所156$402室
1019,洪文一里瑞景新村76#302室
1020,洪莲里联丰商城66$503室
1021,洪文一里瑞景新村91$401室
1022,西林西里68号304室
1023,文兴东二里前埔南区文兴东一二里7$404室
1024,侨文里侨福城小区一二三期13#404室
1025,洪文八里厦航洪文小区(洪文六里)90#302室
1026,洪莲西里嘉盛豪园7$601室
1027,店上西里前埔南小区(店上东西里)39$601室
1028,店上东里前埔南小区(店上东西里)52#405室
1029,古楼北里古楼南里63$604室
1030,店上东里前埔南小区(店上东西里)25#301室
1031,前埔二里前埔北区二里159|318室
1032,古楼南里古楼南里30#303室
1033,古楼南里古楼南里1$407室
1034,前埔一里前埔北一里168$101室
1035,前埔一里前埔北一里171#602室
1036,前埔一里前埔北一里169#1006室
1037,莲前东路华林紫微小区808#404室
1038,前埔二里前埔北区二里206$505室
1039,前埔一里42号605室
1040,前埔一里明发建群雅苑小区42$605室
1041,洪莲路益辉花园82#202室
1042,洪文一里62号瑞景-601室
1043,古楼北里古楼南里59#401室
1044,洪文一里瑞景新村83$602室
1045,店上西里店上东西里小区30#107室
1046,店上西里前埔南小区(店上东西里)30#107室
1047,莲前西路怡富花园一、二期250$501室
1048,西林西里易地办安置房167#502室
1049,西林西里金鸡亭花园小区80#617室
1050,西林东里金鸡亭花园小区49#206室
1051,古楼北里古楼南里9$301室
1052,西林东里香榭园云顶花园166#605室
1053,前埔东一里华林东盛花园29#401室
1054,店上东里店上东西里小区36$706室
1055,东浦路同安二建134#807室
1056,国贸新城56号4o6室
1057,店上东里店上东西里小区32#602室
1058,洪文六里厦航洪文小区(洪文六里)14#502室
1059,前埔一里前埔北一里202|302室
1060,田厝路前埔北区二里1#401室
1061,前埔二里华林二期4$601室
1062,古楼北里古楼南里20$506室
1063,西林西里金鸡亭花园小区30$205室
1064,店上东里店上东西里小区70|601室
1065,店上东里前埔南小区(店上东西里)70#601室
1066,莲前西路益友花园130#403室
1067,莲前西路怡富花园一、二期196$602室
1068,前埔二里国贸新城54#201室
1069,店上西里前埔南小区(店上东西里)13#302室
1070,店上西里店上东西里小区13#302室
1071,店上东里前埔南小区(店上东西里)60$204室
1072,店上东里前埔南小区(店上东西里)34#202室
1073,前埔东一里华林东盛花园23#503室
1074,洪文六里云景花园142$602室
1075,西林东里金鸡亭花园小区22#607室
1076,洪莲东二里万景公寓49$501室
1077,洪莲东二里万科·金域蓝湾一期北区4$401室
1078,洪莲东二里万景公寓43|1101室
1079,洪莲东二里上东美地162#101室
1080,洪莲里福满山庄114$1002室
1081,洪莲东二里万景公寓35#101室
1082,洪莲西里嘉盛豪园北区154$603室
1083,前埔二里国贸新城28$503室
1084,东浦路经委宿舍116#501室
1085,莲前西路东方大院619$201室
1086,洪莲东二里万科·金域蓝湾一期北区8#1601室
1087,洪莲西里嘉盛豪园44#602室
1088,前埔二里前埔北区二里171$609室
1089,前埔东一里华林东盛花园26|602室
1090,西林西里金鸡亭花园小区4#403室
1091,61嘉盛豪园19号902
1092,洪文八里厦航洪文小区(洪文六里)46#602室
1093,前埔二里前埔北区二里212$405室
1094,洪莲北路1037号店面
1095,店上东里前埔南小区(店上东西里)50#406室
1096,洪文四里红星瑞景小区3#402室
1097,西林西里金鸡亭花园小区44$501室
1098,洪文八里厦航洪文小区(洪文六里)114#601室
1099,文兴东一里前埔南区文兴东一二里20#105室
1100,侨洪里侨福城小区一二三期11#1301室
1101,西林西里金鸡亭花园小区58#108室
1102,莲前西路云亭花园348#201室
1103,西林东里香榭园云顶花园159|803室
1104,前埔一里前埔北一里238$801室
1105,莲前西路东芳花园737#102室
1106,侨文里侨福城小区一二三期7$301室
1107,莲前东路明发建群雅苑小区705$501室
1108,前埔二里前埔北区二里177#416室
1109,洪文七里瑞景公园5$1403室
1110,前埔二里前埔北区二里209$704室
1111,西林东路永裕侨建闽联云顶岩405$402室
1112,洪莲西里嘉盛豪园北区160$1004室
1113,侨洪里侨福城小区一二三期6#1303室
1114,前埔二里前埔北区二里167#601室
1115,莲前西路明发商城358#201室
1116,洪文一里瑞景新村108$602室
1117,洪文六里潘宅南小区185#201室
1118,洪文六里潘宅南小区188$402室
1119,洪莲西里洪山柄北区150#601室
1120,洪莲西里洪山柄北区142$301室
1121,前埔东一里华林东盛花园15#504室
1122,东浦路华美宿舍楼240#401室
1123,前埔一里前埔北一里215$312室
1124,洪文六里云景花园145$201室
1125,东浦三里红星安华小区6|301室
1126,东浦三里22号龙山桥-601室
1127,洪文六里厦航洪文小区(洪文六里)67$1102室
1128,莲前东路绿洲花园848$204室
1129,洪莲里福满山庄98#1102室
1130,洪莲东二里万景公寓36#401室
1131,侨文里侨福城小区一二三期31#203室
1132,洪莲东二里万景公寓46$101室
1133,前埔东一里华林东盛花园9$1201室
1134,前埔二里前埔北区二里183$304室
1135,东浦三里林海阳光小区27#802室
1136,东浦三里林海阳光小区28$1804室
1137,西林东路墩仔家园3$1505室
1138,东浦三里林海阳光小区26$3104室
1139,洪文五里洪山柄南区91#601室
1140,文兴东三里文兴东三里1#B101室
1141,洪莲里福满山庄112#1702-6室
1142,洪莲西里洪山柄北区152$102-1室
1143,莲前西路-730号莲云社区1602室
1144,莲前西路-736号莲云社区1701室
1145,前埔六里5号莲翔-1902室
1146,洪莲中路-615号洪文-254室
1147,金尚路-46-1#莲顺/420室
1148,洪文石村社北片区490-1号洪文-355室
1149,洪莲路-64号莲丰社区|801室
1150,洪莲路24号619室
1151,西林东里41号金鸡亭-C509室
1152,西林东里22号金鸡亭社区|C408室
1153,西林西里82号金鸡亭-C602室
1154,西林西里12号金鸡亭-C508室
1155,西林西里15号金鸡亭社区C703室
1156,洪文泥窟社东片区9-1号
1157,莲前东路-808号莲薇社区C102室
1158,24华林紫微小区812号C108室
1159,莲前西路-222号莲怡-C101室
1160,前埔五里147号莲薇/201室
1161,洪文三里5号瑞景-C111室
1162,西林东里8号金鸡亭社区502/
1163,洪莲里71号莲丰-504室
1164,洪文一里36号瑞景社区502室
1165,文兴东一里2号前埔南-603室
1166,侨文里29号侨福社区702室
1167,西林东路-405号莲云-202室
1168,店上东里50-3号前埔南社区601室
1169,店上东里70号前埔南社区502室
1170,前埔一里177号前埔北社区|104室
1171,店上东里13号前埔南-103室
1172,古楼北里48号前埔南社区603室
1173,思明前埔五里164号402室
1174,前埔五里164号-莲薇社区402室
1175,侨兴里8号侨福社区402/
1176,洪莲路-30号莲丰-601室
1177,前埔二里58号前埔北社区1807/
1178,店上东里42号前埔南-1501室
1179,洪莲里97号侨福-703室
1180,前埔东一里23#前埔北社区704室
1181,莲前东路-916号莲薇社区404室
1182,侨福里17号侨福社区401室
1183,洪莲里112#侨福社区301室
1184,洪文六里59号莲翔社区802室
1185,莲前东路-756号莲薇-305室
1186,文兴东二里23号304室
1187,文兴东二里12号前埔南社区303室
1188,西林东里57号金鸡亭社区105/
1189,文兴东二里33号前埔南-705室
1190,西林东里157#莲云社区203室
1191,西林西里66号金鸡亭社区407室
1192,店上东里99号前埔南-104室
1193,前埔一里218号前埔北-605室
1194,洪文一里136号瑞景-702室
1195,洪莲西里56号莲顺-1401室
1196,金尚路-34号莲顺社区|402室
1197,西林西里26号金鸡亭社区306室
1198,洪文一里133#瑞景/404室
1199,洪文七里6号瑞景社区601室
1200,前埔二里178号前埔北社区514室
1201,店上东里55号前埔南-602室
1202,洪莲里106号侨福社区1102室
1203,前埔东一里17号202室
1204,莲前东路-409号莲丰-1305室
1205,洪文七里37号瑞景-1002室
1206,洪莲西里43号莲丰社区1101室
1207,洪莲东二里53号万景-501室
1208,洪莲西里36号莲丰社区102室
1209,莲前西路-290号莲怡-803室
1210,洪文四里1号瑞景-2501室
1211,洪文七里28号瑞景-2002室
1212,文兴东二里8号前埔南-203室
1213,莲前西路-685-10号莲顺社区108室
1214,洪文四里3号瑞景-1502室
1215,前埔一里153号前埔北社区|202室
1216,侨洪里4号侨福社区1304|
1217,莲前西路-272号莲怡社区702室
1218,侨洪里2号侨福社区1003室
1219,洪莲西里35号莲丰-1203室
1220,西林西二里35号莲怡社区302室
1221,洪文七里10号1801室
1222,前埔二里53号前埔北社区203室
1223,前埔五里206号莲薇社区705/
1224,西林东里53号金鸡亭-104室
1225,洪文一里134#瑞景/1004室
1226,西林西二里32号莲怡社区703室
1227,洪文一里72号瑞景-501室
1228,侨文里19号侨福社区401室
1229,东浦路-258号龙山桥-102室
1230,洪文三里23号瑞景社区402室
1231,西林西里115号金鸡亭-402室
1232,店上西里17号前埔南-609室
1233,厦航洪文小区/(洪文六 里 )35号702
1234,莲前西路-164号龙山桥社区102室
1235,洪莲东二里159号洪文社区901室
1236,洪文六里32号莲翔-602室
1237,前埔二里166号前埔北-403室
1238,洪文六里199号洪文-902室
1239,洪莲中路-611号洪文社区3103室
1240,洪文五里93号洪文社区903/
1241,洪文五里94号洪文社区1803室
1242,前埔二里168-12号
1243,前埔六里10号莲翔社区1502室
1244,前埔六里7#莲翔社区1001室
1245,前埔六里源泉山庄11#1701室
1246,前埔六里源泉山庄14$1001室
1247,东浦三里庐山公寓23#704室
1248,洪文七里云顶至尊88$602室
1249,西林社西林社129号公寓129$105室
1250,西林社西林社117号公寓117#304室
1251,莲前西路夏商百批宿舍851#C102室
1252,西林东里金鸡亭花园小区25#C301室
1253,西林西里金鸡亭花园小区23$C204室
1254,西林西里金鸡亭花园小区63#C405室
1255,莲前西路龙山桥莲坂军休所144$C102室
1256,东浦路文化站256$C145室
1257,东浦三里红星安华小区9$C119室
1258,云顶中路民盛安置房703$201室
1259,西林东里香榭园云顶花园194|201室
1260,西林社西林社99号公寓99$106室
1261,西林东里金鸡亭花园小区8$501室
1262,前埔一里前埔北一里193|105室
1263,洪文一里瑞景新村30#601室
1264,侨文里侨福城小区一二三期21#302室
1265,古楼北里古楼南里62#405室
1266,莲前东路联发紫微花园898$501室
1267,店上西里前埔南小区(店上东西里)35#404室
1268,古楼南里古楼南里10#501室
1269,莲前东路绿洲花园842$304室
1270,东浦路富山公寓152#803室
1271,前埔五里华林绿景花园158#103室
1272,店上西里店上东西里小区15#602室
1273,前埔东一里华林东盛花园10#702室
1274,洪文五里华瑞花园8$402室
1275,前埔二里前埔北区二里168#515室
1276,洪文一里瑞景新村11$202室
1277,洪莲西二里明发楼180#201室
1278,西林西里金鸡亭花园小区73$407室
1279,洪莲西里嘉盛豪园13$1003室
1280,洪文一里瑞景新村67$301室
1281,前埔一里前埔北一里54$402室
1282,店上东里店上东西里小区22$303室
1283,西林西里金鸡亭花园小区66$308室
1284,西林路明发商城40$504室
1285,莲前西路云亭花园334#301室
1286,前埔二里国贸新城45#305室
1287,文兴东三里文兴东三里12#606室
1288,店上东里店上东西里小区10#401室
1289,前埔二里前埔北区二里133#205室
1290,古楼南里古楼南里2$101室
1291,洪文六里厦航洪文小区(洪文六里)62#601室
1292,前埔一里前埔北一里206#312室
1293,店上东里前埔南小区(店上东西里)103$101室
1294,店上东里店上东西里小区103$101室
1295,店上西里前埔南小区(店上东西里)48$503室
1296,莲前西路广顺花园713$501室
1297,前埔一里前埔北一里75|605室
1298,莲前西路怡富花园一、二期228$503室
1299,西林西里金鸡亭花园小区120#1001室
1300,洪文七里瑞景公园30#702室
1301,文兴东二里前埔南区文兴东一二里16#203室
1302,西林东路永裕侨建闽联云顶岩411|307室
1303,店上东里前埔南小区(店上东西里)49#505室
1304,洪文一里瑞景新村85$402室
1305,洪莲西里嘉盛豪园22$1103室
1306,莲前西路256号卧龙晓城对面
1307,前埔西路华林紫微小区198$601室
1308,洪莲东二里万科·金域蓝湾一期北区31#1201室
1309,洪文六里云景花园197$102室
1310,莲前西路怡富花园一、二期230$1102室
1311,莲前东路华林紫微小区776#303室
1312,洪文七里云顶至尊92#1201室
1313,前埔二里前埔北区二里205$208室
1314,洪文五里文兴社86#501室
1315,莲前东路联丰商城381#506室
1316,瑞景生活广场137号201室
1317,莲前东路华林紫微小区814#301室
1318,洪莲里联丰商城68#101室
1319,西林东里香榭园云顶花园164$307室
1320,洪文五里文兴社81#202室
1321,洪文五里华瑞花园62$205室
1322,洪莲西里洪山柄北区137#501室
1323,东浦路一百宿舍164#301室
1324,洪莲东二里万景公寓53#504室
1325,东浦三里红星安华小区4#501室
1326,洪莲西里嘉盛豪园5#902室
1327,古楼北里古楼南里64|501室
1328,洪文六里云景花园152$502室
1329,西林西二里金沙花园35$1102室
1330,西林西二里金磊花园35$1102室
1331,洪莲里福满山庄115#904室
1332,洪莲西里嘉盛豪园30|301室
1333,莲前西路龙山桥莲坂军休所142#172室
1334,店上东里店上东西里小区93#606室
1335,店上东里店上东西里小区57$104室
1336,洪莲西里嘉盛豪园4#203室
1337,古楼北里古楼南里33#106室
1338,洪莲东二里万科·金域蓝湾一期北区26#502室
1339,西林西二里金磊花园27$802室
1340,洪文六里厦航洪文小区(洪文六里)58$801室
1341,洪文五里洪山柄南区98#1001室
1342,洪文五里洪山柄南区93$904室
1343,洪文五里洪山柄南区95$201室
1344,莲前西路东方大院611$102-3室
1345,西林社25-111号
1346,云顶岩路30号<3151>莲前街道|莲云社区||莲前街道||C115室
1347,洪文八里114号202室
1348,思明前埔一里76号\5367\莲前思明前埔北社区|莲前|503室
1349,莲前西路276号<7577>莲前街道|莲怡社区|莲前街道|602室
1350,莲前西路138号<0503>莲前街道龙山桥社区||莲前街道||702室
1351,前埔二里133号前埔北-406室
1352,前埔五里华林绿景花园174$602室
1353,莲前西路256号(3457)莲前莲怡社区\\莲前\\701室
1354,洪文村洪文四里2号(2868)莲前瑞景社区\\莲前\\2102室
1355,洪文村洪文七里9号<8768>莲前街道瑞景社区||莲前街道||2001室
1356,云顶中路532号
1357,洪文六里136号莲翔社区502|
1358,洪莲西里嘉盛豪园46#303室
1359,洪文五里50号304
1360,洪莲西里148号(8503)莲前洪文村洪文社区|莲前|302室
1361,西林东路水警鼓疗海军工程处145$503室
1362,洪莲西里77号\5048\莲前洪文村洪文社区|莲前|301室
1363,云顶中路民盛商厦729号1504室
1364,店上西里18号108室
1365,洪莲中路都市新巢小区1栋802
1366,前埔六里源泉山庄1#2302室
1367,前埔六里源泉山庄15$1301室
1368,东浦三里庐山公寓25#205室
1369,西林西里云松居145#1005室
1370,莲前西路云亭花园346#201室
1371,西林东里香榭园云顶花园142$C110室
1372,洪莲路益辉花园74#801室
1373,西林西里金鸡亭花园小区67#C806室
1374,西林西里金鸡亭花园小区11#C304室
1375,西林西里金鸡亭花园小区74|C605室
1376,东浦路龙山桥部队小区198#C102室
1377,东浦路龙山桥部队小区188|C108室
1378,前埔五里华林绿景花园198$C106室
1379,莲前东路绿洲花园840#C104室
1380,莲前西路怡富花园一、二期288$C106室
1381,莲前西路怡富花园一、二期272$C127室
1382,田厝路前埔北区二里17$201室
1383,洪文四里17号401室
1384,东浦三里庐山公寓21$901室
1385,东浦路红星公寓144#C148室
1386,莲前西路一布家园174$306室
1387,洪文三里洪文三里小区3#206室
1388,古楼北里古楼南里39$703室
1389,西林东里香榭园云顶花园169#212室
1390,文兴东一里前埔南区文兴东一二里19$708室
1391,厦航洪文小区-洪文六里-27号702室
1392,文兴东二里前埔南区文兴东一二里4|703室
1393,店上东里前埔南小区(店上东西里)62$1001室
1394,前埔二里前埔北区二里216$705室
1395,文兴东三里文兴东三里24$204室
1396,洪莲西里嘉盛豪园北区153$1103室
1397,洪莲里70号706室
1398,洪文一里瑞景新村135#1204室
1399,前埔一里前埔北一里172$204室
1400,西林路明发商城32#204室
1401,61华林东盛花园24号1103室
1402,前埔五里华林一期三期201$202室
